UID	row_clusters-flat	Cell27-B7	Cell12-F3	Cell4-H1	Cell75-E7	Cell45-B12	Cell54-A2	Cell96-A12	Cell19-E5	Cell69-D5	Cell31-G7	Cell52-G1	Cell33-B8	Cell83-B9	Cell40-G10	Cell36-H8	Cell7-F2	Cell94-C11	Cell35-E8	Cell16-F4	Cell39-C10	Cell18-A5	Cell23-B6	Cell53-H1	Cell32-H7	Cell2-D1	Cell64-E4	Cell82-F8	Cell6-E2	Cell37-D9	Cell55-D2	Cell22-A6	Cell44-A12	Cell20-F5	Cell3-F1	Cell15-D4	Cell46-D12	Cell14-B4	Cell10-B3	Cell88-B10	Cell1-A1	Cell26-A7	Cell74-D7	Cell93-B11	Cell47-F12	Cell29-E7	Cell56-E2	Cell51-E1	Cell61-H3	Cell65-F4	Cell25-E6	Cell48-H12	Cell66-A5	Cell77-G7	Cell91-E10	Cell17-G4	Cell60-G3	Cell71-E6	Cell59-E3	Cell38-E9	Cell28-D7	Cell81-E8	Cell68-C5	Cell70-E5	Cell8-G2	Cell76-F7	Cell42-F11	Cell11-E3	Cell62-A4	Cell21-H5	Cell80-C8	Cell5-B2	Cell43-G11	Cell9-H2	Cell57-H2	Cell85-G9	Cell89-C10	Cell87-A10	Cell34-C8	Cell24-D6	Cell41-E11	Cell63-D4	Cell67-B5	Cell78-H7	Cell58-D3	Cell30-F7	Cell13-H3	Cell86-H9	Cell79-B8	Cell92-A11	Cell50-B1	Cell72-G6	Cell95-G11	Cell49-A1	Cell84-F9	Cell90-D10	Cell73-B7
Ly6c1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.123500664	0.0	2.695993813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.443606651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.678635348	7.287435356	6.829722735	3.484138131	4.963474124	7.590212761	0.0	2.066950244	5.164303583	6.128664587	6.622051819	7.579617646	6.787771993	6.676380255	5.12763328	5.365622556	4.82527683	5.678353654	6.040015679	6.818134761	0.0
Ly6c2	3	0.0	0.0	1.169925001	0.0	0.0	2.397802962	0.0	0.0	2.700439718	2.87774425	0.0	1.748461233	0.0	0.0	0.0	2.22342255	2.837943242	0.0	0.0	2.229587923	2.86393845	1.925999419	10.456878	1.244887059	9.526675286	9.429176562	2.904965719	2.538538164	1.97819563	1.372952098	1.855989697	0.0	0.0	0.0	2.531069493	1.070389328	2.316145742	2.344828497	0.98550043	1.117695043	1.673556424	2.744161096	1.3950628	0.956056652	2.472487771	0.0	6.591559746	2.817623258	0.0	0.0	0.0	1.495695163	1.682573297	1.443606651	0.0	2.147306699	2.786596362	0.0	2.650764559	0.0	0.0	0.0	2.010779839	2.014355293	0.0	2.321928095	0.0	3.166715445	1.98550043	0.0	1.070389328	0.0	0.0	0.0	1.344828497	12.18504266	13.19869059	13.09024146	9.929583903	11.71150351	13.69353052	3.44625623	8.886184306	11.56560194	12.58064016	13.08026959	13.89823953	13.09387473	12.07717289	11.5775138	11.48786515	11.28656354	11.4856633	11.77096115	11.43854237	5.723831566
Mefv	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.831877241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.302684614	0.0	0.0	0.0	0.0	3.56924803	0.0	0.0	0.0	0.0	0.0	0.0	7.76008785	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ethe1	3	2.430285273	0.0	0.0	0.0	4.521678952	4.879705766	6.259837401	0.722466024	3.574101508	0.0	6.02103548	0.0	0.0	0.0	0.0	0.0	3.100977648	0.0	6.655781138	3.649615459	5.522306893	0.0	0.0	5.910492832	5.250582665	0.0	6.268097486	5.132576843	6.416670877	3.370164281	7.523953939	0.0	4.891419187	6.870734594	0.0	3.624100895	7.156032499	0.0	5.966476612	5.701549057	3.736604875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.693765712	0.0	0.757023247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.981852653	8.32818123	0.0	7.750740478	3.367371066	4.462052319	8.178913785	2.555816155	0.0	8.97415643	8.527398809	0.0	7.607774152	0.0	6.977508905	0.454175893	5.789207575	6.89251246	0.0
Plin3	3	0.0	0.0	2.23878686	0.0	0.0	3.852997588	0.526068812	0.879705766	2.097610797	0.545968369	3.751677946	6.211012193	0.367371066	0.475084883	7.2244841	0.443606651	3.555816155	0.933572638	0.0	0.0	1.23878686	0.0	0.0	6.436794812	0.790772038	3.564378169	4.66732447	0.0	6.509379149	2.378511623	0.0	0.0	4.175524601	0.310340121	0.0	0.0	4.259272487	0.378511623	4.922673593	3.488000771	3.555816155	0.545968369	0.0	0.0	0.739848103	0.0	0.0	0.443606651	4.436961338	7.873751691	7.962722525	0.0	2.289834465	0.0	4.941575862	0.454175893	2.634593268	0.0	6.960697039	0.0	0.59454855	2.671293372	3.323370069	0.925999419	0.0	0.0	0.464668267	0.475084883	2.073820233	0.0	0.98550043	0.0	0.0	4.816599707	0.933572638	1.263034406	0.0	6.34925911	7.472000292	5.697940583	8.37916173	6.854743739	0.0	0.0	0.0	0.516015147	6.905808168	7.925762114	4.948133578	7.371036052	5.067810784	0.0	0.0	0.333423734	5.187451054	3.537296067
Med21	3	9.728617815	0.0	0.0	0.0	0.0	8.826167108	4.394376945	9.093523204	0.0	0.0	0.0	1.15704371	6.673697747	0.0	0.0	0.0	6.966937979	10.05916868	0.0	0.0	9.823351316	0.0	0.0	0.0	7.378598321	9.527946099	0.0	2.998195503	5.638942669	5.254367281	7.175324989	6.089582893	7.222456826	7.963474124	5.634302842	9.668087205	9.571449285	0.0	0.0	0.0	8.803065551	9.751544059	2.13422094	0.0	0.0	10.02767106	1.541019153	1.176322773	8.792237182	0.0	0.0	0.0	0.0	11.06401517	0.0	0.0	0.0	1.422233001	8.603811769	7.817431397	10.02245104	0.0	0.0	0.0	0.0	0.0	8.311067102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.42633815	8.183585761	0.0	0.0	7.946321477	4.321206567	8.439207555	0.0	8.38387706	7.270528942	3.257010618	8.519754179	8.510843272	5.6923714	0.0	0.0	0.0	0.0	0.0	5.202417722
Ero1l	3	0.0	3.771885579	0.0	0.0	1.09085343	0.0	0.0	2.032100843	7.140267406	0.0	0.0	2.397802962	0.0	0.0	0.0	0.0	4.644433152	0.0	0.0	0.0	2.587364991	0.0	5.806839582	2.060047384	4.942983598	2.241840184	4.69543711	0.604071324	1.963474124	0.0	3.269033146	0.0	0.0	0.286881148	0.0	0.526068812	4.592158002	0.0	2.87774425	0.0	4.516015147	0.250961574	0.286881148	0.0	0.0	0.0	0.0	0.0	4.429615964	0.0	1.304511042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.854245054	0.0	0.0	4.221103725	0.0	0.0	0.0	0.0	0.0	1.627606838	0.0	4.283921772	1.378511623	0.0	3.211012193	0.0	7.01234519	1.13093087	0.0	0.150559677	5.929317595	1.344828497	2.673556424	6.0725346	1.14404637	6.540554292	5.974070367	0.0	1.09085343	0.0
2810417H13Rik	3	0.0	0.0	0.411426246	0.0	0.0	8.546547246	0.0	0.464668267	0.0	1.163498732	0.0	0.389566812	1.500802053	0.0	0.695993813	0.0	9.449210562	6.624393382	8.341985747	0.713695815	0.0	0.0	0.0	0.0	8.978824841	0.0	8.223277733	0.321928095	0.82374936	9.128045891	9.148196914	6.977050906	8.381629467	6.156032499	8.062477937	6.966476612	0.704871964	0.344828497	0.0	0.0	0.0	0.454175893	0.0	0.575312331	0.0	0.35614381	0.0	0.0	0.613531653	0.0	0.0	0.565597176	0.0	0.5360529	0.0	0.933572638	6.09824268	0.0	0.422233001	0.0	0.0	2.070389328	0.485426827	0.0	0.0	0.613531653	9.100872552	0.432959407	0.0	0.321928095	0.0	0.0	0.0	0.0	0.0	7.401988775	0.0	6.13093087	0.333423734	9.354646096	0.0	7.231317197	10.00280095	6.237066521	9.028237612	0.0	0.286881148	7.333870928	9.40333164	5.152589069	0.0	4.917909074	8.368550113	0.0	8.245077275	1.757023247
Papss2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.046141782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.361768359	0.0	0.0	0.0	0.0	0.0	7.844862656	4.715344295	0.0	0.0	2.875780063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.016139703	5.844988157	6.29259772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71259578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189033824	0.0
Dok3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.589763487	0.0	0.0	0.0	0.0	6.424250286	3.791814071	0.0	0.0	5.811727898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.679198571	0.0	0.0	0.0	0.584962501	1.744161096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.665406984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5987225	0.0	0.0	0.0	0.0	0.0	4.423578171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.802193217	7.033863452	6.408372204	6.388878339	4.353323291	4.175524601	3.916476644	0.0	2.910732662	0.0
Nhsl2	3	0.189033824	5.301221805	0.0	0.0	0.0	2.10433666	1.220329955	0.0	0.0	0.0	0.0	0.0	0.659924558	3.261530815	5.622051819	0.070389328	0.0	0.464668267	0.0	3.080657663	2.121015401	0.0	0.0	2.807354922	2.462052319	0.0	4.934988202	2.485426827	0.056583528	0.0	5.393347551	0.0	1.22650853	6.22342255	3.801158656	0.0	0.367371066	0.344828497	3.282439805	0.0	5.762880293	0.0	0.0	0.056583528	0.0	0.0	0.111031312	0.0	0.0	0.0	3.224966365	0.0	0.0	0.0	3.430285273	0.0	0.097610797	0.0	0.0	0.084064265	0.0	0.0	0.097610797	0.275007047	0.0	0.0	0.0	0.0	0.0	0.0	0.956056652	1.632268215	0.0	0.0	5.869624686	0.0	0.0	3.824767853	0.0	0.0	0.084064265	0.0	4.358958826	3.165107985	0.22650853	0.0	0.378511623	5.74899785	5.855242251	2.587364991	5.344118335	3.842978832	5.730096466	4.751142325	4.959770155	1.3950628
Atp6v0c-ps2	3	7.229491791	8.883529179	8.124690004	8.71352399	1.056583528	9.208478242	9.351910961	7.96468742	6.650046479	9.888849773	8.221587121	8.673485757	6.135452784	0.879705766	0.0	5.113950482	0.0	0.584962501	0.0	8.157700618	0.0	6.945911978	7.430703433	7.019034669	7.834976616	9.744547961	8.870333892	0.0	9.062747746	8.342341397	1.695993813	5.062208078	7.211790976	7.11779892	3.504620392	9.19372247	3.422233001	8.96005987	7.551592918	1.316145742	9.32422556	5.672990994	7.407097775	7.707221069	9.692964147	8.060641897	5.085339669	8.272769732	1.195347598	0.0	6.210622644	1.111031312	0.0	1.682573297	5.954428984	8.863721683	1.531069493	8.326159799	8.160678213	0.0	11.08746284	8.968551603	1.560714954	8.487277313	0.0	0.713695815	6.986069563	7.793050509	7.981738512	9.055418021	9.362776701	1.03562391	7.052894047	0.0	1.575312331	9.792188368	8.80841723	7.755087863	8.887616655	6.052241981	8.631395354	8.787967838	8.601250805	8.283088353	10.03358819	8.521129279	9.823271694	9.156108364	8.838384558	9.41079052	8.270575661	8.46797229	9.473096889	7.908032277	9.545891168	5.344118335
Atp6v0c	3	8.791846623	5.590063019	7.579768477	7.259272487	0.0	0.0	7.250014115	7.215678597	0.0	7.351292632	6.921126849	4.384049807	5.687900522	0.0	0.0	0.0	0.0	0.0	0.0	6.018367116	0.0	6.902073579	8.914444932	7.671717965	7.304967288	8.565216347	7.452941308	9.148425737	7.786531021	6.603626345	0.0	6.668459557	0.0	4.895787316	0.0	8.539740426	0.0	6.946379968	6.283921772	0.0	8.818773885	5.627898616	0.0	4.13422094	6.304328503	8.363609147	6.554435365	7.387069533	0.0	0.0	4.46008724	0.0	0.0	0.0	0.0	6.881542269	0.0	4.895302621	4.438292852	0.0	10.52734016	0.0	0.0	6.331275267	0.0	0.0	7.054305845	7.505414609	6.437960088	7.739308071	8.519950703	0.0	7.729348832	0.0	0.0	8.306061689	8.880654918	8.664233931	4.128458384	0.0	9.642087805	8.107687869	0.0	6.927422429	8.846461974	10.16274378	9.374278774	8.866382569	8.690312326	9.349325466	9.489727564	9.273585822	8.888651936	0.0	7.297833368	0.0
Tnfsf13	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.545968369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.850999395	5.023698917	2.03562391	0.0	0.0	0.0	0.0	0.0	0.464668267	0.0	3.960697039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.757023247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05115455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59454855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.545968369	0.0	0.0	0.0	0.0	0.0	4.937344392	0.0	0.0	0.0	0.0	7.920829209	4.545350645	7.110718194	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sun2	3	0.0	0.0	0.0	1.959770155	0.0	0.0	0.0	0.0	0.378511623	0.0	4.09592442	3.198494154	0.0	0.0	1.22650853	0.0	0.189033824	1.967168608	0.0	0.201633861	0.0	0.748461233	2.811471031	0.150559677	3.817623258	0.0	1.321928095	0.0	0.40053793	1.111031312	0.0	0.0	0.0	1.22650853	0.0	0.613531653	0.0	0.0	0.0	2.361768359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98550043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.310340121	0.613531653	4.503348735	0.0	0.0	0.0	4.765004246	0.0	0.918386234	1.560714954	1.176322773	0.0	0.0	1.989139007	0.0	4.713695815	0.0	0.0	0.0	0.0	0.0	0.495695163	0.0	0.0	0.704871964	3.498250868	0.0	1.280956314	4.306699707	5.004501392	1.3950628	6.80928581	5.422905743	4.756489607	0.0	4.157852169	0.0	2.916476644	3.23572706	0.0
Npc2	3	6.081723091	6.199868617	4.539779192	7.162189891	7.939520448	6.529664802	8.261107648	7.300764373	0.432959407	0.367371066	0.0	2.304511042	5.609991295	7.955649908	6.367371066	8.132885254	7.175823967	6.615445725	8.969185034	5.741736624	8.354469792	7.385776138	6.032982417	7.775379826	4.14974712	5.269781238	6.965437996	8.835324089	6.56208975	2.910732662	0.575312331	3.529820947	6.724786677	0.0	5.374691752	7.563081844	7.965322548	7.150458132	0.0	7.293793489	6.078951341	4.99004722	7.153095972	6.761152275	6.238977882	8.496813841	9.016474034	5.010332283	6.918744001	6.700023496	8.087568918	0.0	4.487357715	0.40053793	6.587515014	4.414135533	5.405311683	8.81419791	7.810957159	4.152994605	2.46727948	5.967860271	7.594399256	10.64778219	0.0	8.448405435	7.411171989	9.449293114	7.277984747	8.142719753	9.904589466	6.8008999	9.234074941	8.272256525	9.340517763	8.025637912	3.139142019	7.65692534	7.732065645	1.459431619	7.04428482	6.507953169	6.123914459	7.40053793	7.129798173	6.436461703	5.759954742	5.330199833	2.61117238	5.062639828	0.176322773	2.214124805	0.0	0.0	0.0	0.0
Rps6ka2	3	0.23878686	0.0	0.0	0.0	0.0	0.0	0.411426246	0.214124805	0.0	5.520107902	0.0	0.176322773	0.150559677	0.0	0.0	0.0	0.0	0.0	0.0	7.390254956	0.22650853	7.842601772	7.284199472	0.111031312	1.292781749	7.357639971	0.0	0.0	0.0	1.495695163	0.0	0.0	0.0	0.0	0.137503524	4.033863452	0.124328135	0.0	0.150559677	0.0	0.0	0.0	0.0	0.0	5.229587923	0.0	8.828517343	0.176322773	0.0	6.28503225	0.0	7.575085379	0.0	0.250961574	0.286881148	0.0	0.0	0.0	0.0	8.08337295	4.570462931	0.0	0.0	0.22650853	0.0	2.62058641	0.0	0.189033824	0.0	0.0	0.0	0.23878686	8.547280156	0.0	0.0	0.0	0.214124805	6.872951851	0.0	4.966245873	0.0	0.0	6.116655862	0.0	5.92243574	0.0	0.0	7.023255352	2.207892852	0.0	7.565216347	0.201633861	0.0	0.0	0.124328135	0.0
Trim45	3	0.0	0.0	0.0	1.883620816	0.0	0.0	0.0	0.0	0.422233001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.149950302	6.603181229	0.0	0.0	0.0	0.0	0.23878686	0.0	0.0	6.597382189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.192588722	0.0	0.0	0.0	4.606442228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.421812378	3.468583317	0.0	0.0	5.346956889	0.0	0.0	0.0	0.0	0.0	0.0
Gatm	3	0.0	6.65978188	0.0	0.0	0.526068812	7.610360488	4.749534268	0.0	4.989139007	0.0	0.0	5.907371414	0.344828497	0.0	0.0	0.40053793	6.933100475	6.407862567	5.657354182	7.268939608	5.925287387	9.457134594	8.122983254	2.10433666	7.508111681	6.242221395	7.633794454	0.0	3.575312331	7.047123912	6.09212285	3.909773104	6.674545394	5.998646839	5.284662185	8.135811874	4.7473874	0.0	0.333423734	0.389566812	8.208575784	0.0	2.408711861	9.267114389	6.539624122	1.10433666	0.0	7.453929061	7.257764969	8.05044728	0.0	0.0	0.0	0.941106311	3.344828497	6.762747442	7.307337443	6.000901403	9.238882374	4.489286023	0.545968369	1.389566812	6.786727035	0.0	0.0	7.553130072	8.004782263	1.03562391	4.344118335	5.809928866	9.680113339	6.577579888	9.208843991	7.407097775	4.493134922	0.0	0.0	4.395748328	8.06307145	9.013573919	0.432959407	5.450221496	5.087887101	6.462706751	7.912649865	10.20027334	8.047832813	9.127401134	7.974816079	7.900081865	0.0	1.918386234	7.020146573	0.0	4.649040566	0.0
Erp29	3	8.68187088	8.457627122	0.773996325	0.0	0.0	8.020368851	10.43450313	0.0	2.042644337	0.0	7.800511679	7.254272787	0.0	0.0	0.0	6.607626221	0.575312331	0.0	9.94326205	9.293103743	1.855989697	8.377427461	7.567956075	1.731183242	6.121637118	4.286881148	8.46454575	7.085658344	9.455368322	8.651267003	8.169624409	7.698704667	7.814806743	6.7778142	8.600135922	8.500284208	0.5360529	7.873259534	4.297925053	3.434294618	0.0	0.847996907	9.40936972	9.329527279	8.945999737	8.222746611	7.161988426	7.11113567	6.453352954	6.209063395	10.32614856	6.566510756	10.34301911	6.667040559	1.709290636	3.859969548	10.37485474	6.683977107	10.07214601	0.815575429	0.97819563	0.0	0.895302621	3.965322548	0.0	5.82374936	8.688180359	7.287620044	7.234194723	6.901832306	1.163498732	0.941106311	8.125878364	5.942514505	3.897240426	8.84815344	0.0	8.449231201	0.632268215	10.35201031	7.094658343	8.966245873	8.471837762	8.841375645	8.618752554	2.070389328	6.951401292	6.738767837	3.854993017	4.467931546	0.0	3.66448284	0.0	0.0	1.275007047	0.0
Chst12	3	0.0	0.0	0.0	0.0	0.687060688	7.656424863	0.0	0.0	0.748461233	0.0	9.771109763	0.0	7.389566812	0.565597176	8.407055275	7.273049587	5.782932705	4.758622982	0.0	0.0	0.0	0.59454855	8.923476056	0.0	8.527203298	5.897482468	6.875902903	0.432959407	0.773996325	0.659924558	0.0	5.432291338	4.837943242	6.606442228	4.242602506	7.28169825	7.915520901	4.259272487	8.915670277	0.0	8.406162479	0.604071324	8.511436412	0.739848103	8.952624779	0.0	0.0	0.0	5.017921908	0.0	0.526068812	0.0	0.0	0.0	0.0	0.704871964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.454175893	0.0	0.970853654	0.0	0.0	0.0	0.0	0.0	5.402585758	0.0	0.0	0.0	7.44145028	6.876516947	10.03702524	5.629065137	0.0	0.948600847	6.094658343	7.53714073	8.882520782	8.034248736	8.712183051	8.525520809	7.393261735	5.788946667	8.522738444	8.869593843	9.134528999	7.389136555	0.0
Plod3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.757023247	0.0	0.0	0.0	0.0	0.321928095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.422233001	6.567119488	0.0	0.0	6.460251099	0.0	0.23878686	0.0	0.0	1.169925001	4.987775616	0.0	0.0	0.0	0.0	0.0	7.572889668	0.0	6.201829866	0.613531653	0.0	0.0	0.50589093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86393845	0.0	0.0	0.0	0.0	0.925999419	0.0	9.481072857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23878686	0.23878686	0.0	0.0	0.0	8.226123143	0.0	0.0	0.0	7.041221075	0.0	2.825785627	0.310340121	3.099295204	0.214124805	4.196134881	6.029011087	8.623369416	5.773205157	5.142004916	0.0	7.040125302	0.0	0.0	0.0	0.0	0.214124805	2.601696516
Kctd20	3	0.0	0.432959407	8.419286061	0.0	6.014801602	7.856798994	5.175923742	0.0	0.0	0.495695163	5.651051691	8.750573009	0.0	0.0	0.0	0.0	0.0	6.54225805	0.0	7.543186525	0.855989697	0.0	8.256586123	7.285679634	0.516015147	5.352970338	3.50589093	0.0	0.815575429	0.0	6.248686627	0.0	3.949534933	4.410748128	0.0	0.0	0.0	0.0	8.235918488	0.0	0.35614381	0.0	0.0	0.0	0.0	0.35614381	0.0	0.0	0.0	0.0	0.40053793	0.963474124	2.3305584	0.0	0.0	0.0	0.0	0.0	0.422233001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.993051595	0.0	0.0	0.0	0.0	7.986240259	0.0	0.0	0.0	7.055390905	0.0	7.305149746	0.0	0.0	4.353323291	7.945853468	6.89917563	0.0	0.23878686	5.803227036	0.0	8.20725841	0.0	0.0
Svip	3	0.0	0.35614381	0.0	0.0	0.0	4.626439137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34020618	0.0	0.0	0.0	2.370164281	1.182692298	0.0	0.0	0.250961574	0.0	0.0	0.0	1.910732662	0.0	7.371297481	0.0	0.0	0.0	4.054848477	5.078524445	8.053600119	3.996388746	0.0	0.0	0.0	5.076815597	0.0	0.0	0.0	0.0	0.0	0.0	0.464668267	0.0	0.0	0.0	0.0	0.0	0.545968369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.275007047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40053793	1.350497247	0.0	7.340562269	0.0	0.0	3.529820947	6.607182337	0.0	0.0	7.247547807	7.877130729	5.743353391	0.90303827	7.290848273	6.581501897	3.080657663	0.0	4.649615459	0.0	0.22650853	0.0
Tmem50b	3	0.0	0.0	1.659924558	0.0	0.565597176	0.0	0.0	9.268167681	0.0	0.5360529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49057013	0.526068812	0.0	4.780310099	0.263034406	7.437127844	5.602290585	0.0	8.517275693	0.0	8.584361253	0.0	0.0	0.0	0.555816155	0.344828497	0.389566812	0.298658316	0.0	5.788946667	0.0	7.958320706	7.966591968	7.683205181	8.665620164	0.40053793	0.389566812	6.685099172	1.618238656	6.443606651	0.0	5.91981677	0.0	9.862761322	0.0	8.934133132	0.0	0.879705766	0.545968369	6.504779271	8.917730098	0.0	0.0	2.914564523	0.0	0.0	4.572889668	0.0	1.09085343	1.432959407	5.682854169	6.183089461	9.493975502	6.578334949	4.238022518	8.748293499	0.0	0.495695163	6.413120146	0.0	0.0	8.411765185	7.583158004	3.042644337	7.254556252	0.23878686	7.976592762	7.325530332	7.352793829	0.0	6.636334602	5.423914268	3.852997588	0.0	0.0	0.0	0.0
Pdia4	3	7.818709985	0.0	0.0	0.454175893	0.50589093	8.515423887	0.0	7.748125746	1.739848103	0.485426827	1.13093087	7.9502351	0.321928095	0.411426246	0.918386234	5.340562269	3.572889668	8.966361247	0.263034406	0.0	0.0	1.03562391	8.482283612	9.273142859	3.054848477	5.682573297	8.748494777	8.390254956	8.23256483	7.751142325	0.0	0.0	7.431539391	7.655494946	0.0	7.235631336	0.485426827	0.333423734	2.625270489	0.0	7.941458488	0.782408565	8.22881869	6.181500152	0.367371066	3.35473424	7.111657346	0.0	0.584962501	0.0	9.487960588	0.0	2.584962501	0.516015147	0.59454855	0.0	0.0	7.277891787	7.483493351	0.422233001	0.0	2.021479727	0.0	0.0	0.0	0.321928095	0.0	5.69432306	2.0	9.539158811	0.35614381	0.86393845	8.715618859	0.526068812	0.0	2.503348735	0.443606651	9.087568918	7.565444856	3.675815931	9.086189313	7.828072998	8.07580001	0.526068812	5.131754091	0.275007047	3.976363636	0.0	0.50589093	0.0	0.0	0.0	0.275007047	0.0	0.0	2.475084883
Gpi1	3	6.945092631	5.536674618	6.244696818	6.169123281	9.754219433	7.264630256	9.017532239	8.835576745	2.634593268	8.429908825	3.529820947	8.248828916	7.449066085	7.247737673	9.613826291	8.125568452	8.54453948	8.439540031	2.983677695	8.244934616	8.557233924	10.1778057	10.42905099	8.946847805	8.610471228	9.818214667	9.342541412	8.134888319	9.891859633	8.698010062	8.406757738	7.515778672	8.959016623	8.95259566	8.026689419	6.262470743	7.364222221	8.643026402	9.261389773	9.330423948	8.830958801	3.871843649	8.880930361	7.680394689	2.056583528	7.208088008	8.639485423	9.320868226	9.418569466	6.009436756	8.822538965	9.623625476	5.24830712	10.3971826	8.19184884	6.204766751	8.837344096	6.114783447	5.303780748	1.117695043	2.908812908	3.646162657	3.846994687	1.214124805	1.214124805	8.997997999	8.485145023	5.305970521	8.379031732	9.868992274	6.86727874	7.66838864	6.765534746	6.686500527	1.89917563	7.894272103	8.020424415	10.08265469	10.16232838	8.828612543	5.682011391	8.469316208	7.415741768	2.260025656	9.294299093	10.00495076	9.923773151	10.20356824	10.34371871	9.856939018	10.61990816	10.25783567	9.16302064	9.105594276	7.539779192	0.0
